ID,starttime,endtime,age,profile_gender,profile_gross_household,profile_gross_personal,profile_marital_stat,profile_socialgrade_cie,profile_GOR,voted_ge_2019,pastvote_ge_2019,voted2017,pastvote_2017,profile_education_age,profile_education_level,lprofile_education_level,pastvote_EURef,WEIGHT,UoE_1,UoE_1_1,UoE_1_2,UoE_1_3,UoE_1_4,UoE_1_5,UoE_1_6,UoE_1_7,UoE_1_8,UoE_1_9,UoE_1_10,UoE_1_11,UoE_1_12,UoE_1_13,UoE_1_14,UoE_1_15,UoE_1_16,UoE_1_17,UoE_1_18,UoE_1_19,UoE_1_20,UoE_1_21,UoE_1_22,UoE_1_23,UoE_1_24,UoE_1_25,UoE_1_26,UoE_1_27,UoE_1_28,UoE_2,UoE_2_1,UoE_2_2,UoE_2_3,UoE_3,UoE_4,UoE_4_1,UoE_4_2,UoE_5,UoE_6
788,4/13/2021,4/13/2021,58,1,9,7,1,1,4,1,1,1,1,5,16,16,2,.847202979114497, ,6,6,6,4,6,6,1,6,1,2,2,1,1,6,1,5,6,6,6,5,1,5,1,2,6,2,1,4, ,1,1,1,1, ,1,7,1,7
789,4/14/2021,4/14/2021,49,2,5,3,7,4,5,2, ,2, ,3,16,16,2,.795918283679692, ,6,5,3,2,4,5,5,5,3,3,4,5,1,4,2,6,4,2,5,6,1,2,2,2,5,5,2,1, ,1,1,2,2, ,1,1,1,1
790,4/13/2021,4/13/2021,71,1,6,3,1,4,8,1,6,1,2,1,11,11,2,.619694831218313, ,6,6,4,2,5,1,1,2,1,1,3,1,2,4,1,5,2,6,5,4,1,1,2,3,4,1,2,4, ,1,1,1,4, ,1,1,1,1
791,4/13/2021,4/13/2021,22,1,2,2,6,5,3,1,1,2, ,5,16,16,3,1.68871561051539, ,6,6,6,6,3,6,1,5,2,1,2,1,5,5,4,6,4,5,6,5,1,2,2,3,5,2,3,3, ,1,1,1,1, ,1,7,1,1
792,4/13/2021,4/13/2021,66,2,17,16,1,2,9,1,1,1,1,3,18,18,1,.792648601921093, ,6,3,4,3,4,3,1,4,3,3,3,3,4,4,2,5,5,6,5,6,1,1,2,2,5,1,2,4, ,1,1,1,2, ,1,7,1,7
793,4/13/2021,4/13/2021,37,1,12,6,2,3,5,1,1,1,1,5,16,16,2,1.21230113538296, ,5,6,6,5,5,5,1,5,1,1,2,2,3,4,3,3,2,6,3,6,3,2,6,3,5,4,2,3, ,5,5,5,3, ,1,7,2,2
794,4/13/2021,4/13/2021,70,2,2,2,4,6,2,1,2,1,2,2,9,9,1,.630957283702876, ,6,5,4,4,3,6,6,5,1,2,3,1,4,2,2,4,6,4,5,4,1,2,2,3,5,1,2,2, ,2,2,2,1, ,1,7,3,1
795,4/13/2021,4/13/2021,67,1,3,3,2,6,5,1,2,1,2,1,3,3,2,.620630215806766, ,5,5,5,2,2,5,1,4,1,4,3,5,2,4,3,5,3,4,5,5,1,1,1,3,5,2,2,2, ,1,2,2,2, ,1,5,2,7
796,4/13/2021,4/13/2021,53,2,4,5,4,5,6,2, ,2, ,2,11,11,3,.699230529110421, ,5,4,3,2,4,3,3,2,2,4,3,4,2,3,3,4,4,5,3,5,2,2,2,2,4,2,2,3, ,2,2,2,1, ,1,1,2,7
797,4/13/2021,4/13/2021,44,1,3,3,6,6,7,1,1,1,2,5,11,11,2,.998571789837927, ,2,6,3,2,3,4,3,6,1,4,6,4,3,2,2,5,3,5,3,6,1,3,3,4,5,3,3,2, ,3,3,3,3, ,1,1,2,4
798,4/13/2021,4/13/2021,77,2,4,1,1,1,6,1,2,1,7,5,15,15,1,.646966760902897, ,6,4,3,6,3,6,1,1,1,1,4,4,1,5,4,6,6,6,1,6,1,1,2,1,6,1,3,3, ,1,1,1,2, ,1,7,1,7
799,4/14/2021,4/14/2021,71,1,8,4,1,4,7,1,1,1,6,3,9,9,2,1.5470734474784, ,2,6,6,1,2,2,4,6,1,1,3,3,3,5,2,1,6,5,4,6,1,2,6,2,6,4,3,5, ,1,3,2,1, ,1,7,2,1
800,4/13/2021,4/13/2021,34,2,6,5,6,3,2,1,1,1,2,5,16,16,2,.895135775479289, ,6,5,5,2,5,5,1,6,1,1,4,1,1,3,2,3,6,6,6,5,1,1,1,1,6,1,1,1, ,1,1,1,2, ,1,7,1,1
801,4/13/2021,4/13/2021,68,1,3,3,1,1,3,2, ,1,2,1,11,11,2,.729989915097683, ,4,4,4,2,4,4,2,3,2,1,3,3,2,4,2,2,2,4,4,4,2,2,4,3,4,4,3,3, ,4,4,3,2, ,1,1,2,2
802,4/13/2021,4/13/2021,63,1,7,5,2,3,2,1,1,1,1,2,14,14,2,.865932531031704, ,3,6,6,5,4,5,4,6,1,2,3,5,1,5,3,5,6,6,5,6,1,2,2,4,6,2,2,2, ,1,1,1,2, ,1,7,2,1
803,4/13/2021,4/13/2021,35,2,7,16,6,3,8,1,3,1,4,5,17,17,3,.969023624986181, ,4,4,3,4,4,6,2,3,2,2,3,4,4,4,3,4,6,4,4,4,1,2,4,3,4,3,2,4, ,1,4,1,3, ,1,7,2,1
804,4/13/2021,4/13/2021,34,2,12,7,1,3,11,2, ,2, ,5,17,17,3,2.17329609341976, ,5,6,6,2,4,6,1,6,2,1,4,1,1,3,4,6,6,6,6,6,1,2,2,1,6,2,2,2, ,1,2,1,2, ,1,7,1,1
805,4/13/2021,4/13/2021,70,1,11,6,1,2,1,1,2,1,3,5,16,16,1,.760108101011103, ,6,6,6,5,2,5,1,4,1,1,1,1,1,3,4,6,6,5,6,4,1,1,6,1,6,1,2,3, ,1,1,1,1, ,1,7,2,1
806,4/13/2021,4/13/2021,68,2,17,16,1,3,6,1,99,1,1,2,11,11,2,.632650469501941, ,6,6,3,2,2,4,1,1,1,1,3,3,1,1,4,6,5,6,6,5,1,2,1,1,6,1,2,2, ,1,2,1,1, ,1,7,1,1
807,4/13/2021,4/13/2021,34,2,8,1,1,2,8,1,98,1,2,2,9,9,2,.5931042445597, ,6,6,4,5,5,4,1,2,1,1,3,3,4,3,2,5,6,6,5,3,1,1,3,1,5,3,1,2, ,1,1,2,1, ,1,7,2,1
808,4/13/2021,4/13/2021,48,2,6,6,1,3,4,1,1,1,2,1,9,9,2,.724197846225999, ,3,2,3,2,2,3,1,3,2,2,3,4,1,5,3,3,2,4,4,3,2,2,3,3,4,3,1,3, ,2,2,2,2, ,4,7,2,7
809,4/13/2021,4/13/2021,66,1,6,6,1,2,2,1,2,1,2,2,16,16,1,.756956995949323, ,6,6,6,4,3,6,2,4,1,3,1,1,1,4,6,5,6,6,6,6,1,3,4,1,6,1,1,2, ,1,1,1,1, ,1,7,2,7
810,4/13/2021,4/13/2021,49,2,1, ,5,5,8,2, ,2, , ,11,11,3,1.43603393180545, ,3,5,3,6,3,6,2,1,1,2,4,4,1,5,1,4,5,4,2,4,1,1,3,2,5,2,4,2, ,1,1,1,2, ,5,7,1,4
811,4/13/2021,4/13/2021,61,2,4,2,1,2,9,1,1,1,1,4,15,15,2,.924381932255885, ,6,6,6,2,4,5,2,3,1,1,1,6,2,5,5,2,3,5,5,4,5,1,6,4,6,3,1,2, ,5,5,5,2, ,6,6,1,3
812,4/13/2021,4/13/2021,67,2,3,3,3,3,9,1,1,1,1,1,11,11,2,.863614705494036, ,6,5,5,4,3,5,1,6,1,1,2,3,1,5,4,5,5,6,6,6,1,3,5,3,6,5,2,1, ,1,2,1,1, ,1,7,2,1
813,4/13/2021,4/13/2021,49,2,1,1,1,6,6,2, ,1,2,1,5,5,2,.463310163613579, ,3,3,3,1,3,2,3,3,1,3,3,3,3,4,2,4,4,4,3,3,1,1,3,4,2,2,3,3, ,1,1,1,1, ,1,7,1,7
814,4/13/2021,4/13/2021,70,1,17,16,2,6,10,1,6,1,5,1,5,5,2,.713144726362271, ,5,6,6,2,2,5,1,4,1,1,4,4,6,5,3,2,3,6,2,5,1,2,2,2,6,3,2,2, ,1,1,1,2, ,1,7,2,7
815,4/13/2021,4/13/2021,32,1,6,6,3,3,8,1,3,1,1,3,9,9,1,3.12125922086836, ,3,3,3,4,3,5,2,4,1,1,3,4,3,4,2,3,4,4,4,5,3,3,6,4,5,2,3,3, ,2,4,2,2, ,1,1,2,2
816,4/13/2021,4/13/2021,68,2,5,3,6,4,9,1,1,1,1,5,18,18,2,1.10098186589419, ,4,5,3,2,4,3,5,4,2,3,3,2,2,5,3,3,4,4,3,3,3,3,4,4,4,3,3,3, ,3,3,3,1, ,1,1,2,3
817,4/13/2021,4/13/2021,37,1,17,5,3,5,4,1,2,1,3,3,5,5,1,.880244553459236, ,5,6,6,4,4,6,1,4,1,1,2,2,1,4,4,4,6,6,5,5,3,2,4,4,5,2,2,3, ,1,2,1,2, ,1,7,2,1
818,4/13/2021,4/13/2021,64,1,17,16,1,6,6,1,3,1,1,5,16,16,1,.781194281007171, ,5,5,5,4,3,5,2,3,1,5,1,5,5,3,5,5,5,5,5,3,6,2,2,2,5,2,2,2, ,1,1,1,1, ,1,7,2,7
819,4/13/2021,4/13/2021,43,1,3,3,2,6,8,2, ,1,4,3,11,11,2,.558807435431773, ,3,5,4,3,2,4,2,3,3,2,4,4,3,4,4,3,4,4,4,4,2,3,3,4,4,2,4,3, ,1,2,2,2, ,1,1,1,1
820,4/13/2021,4/13/2021,33,2,12,7,2,4,2,2, ,2, ,3,18,18,3,2.77045990554293, ,1,5,2,4,4,1,2,3,2,2,4,4,2,5,2,4,5,5,5,4,1,2,3,3,5,1,3,4, ,1,2,1,1, ,3,7,1,2
821,4/13/2021,4/13/2021,66,2,6,3,1,4,10,1,2,1,5,1,1,1,4,1.02450410362538, ,6,3,3,3,3,2,3,4,3,3,4,3,2,4,2,6,4,4,3,3,1,3,2,4,6,2,2,2, ,1,1,1,1, ,1,7,1,1
822,4/13/2021,4/13/2021,79,1,2,16,5,6,2,1,1,1,6,1,20,20,2,.727036790620157, ,5,1,1,3,2,2,1,1,2,1,3,3,3,1,1,6,1,3,3,6,1,1,1,1,5,2,1,1, ,2,2,4,1, ,1,1,3,1
823,4/13/2021,4/13/2021,46,2,9,5,2,5,2,1,1,1,99,2,9,9,1,.638255992376566, ,6,5,3,3,3,3,1,2,2,3,5,4,5,4,4,4,6,6,5,6,1,1,4,5,4,3,1,3, ,2,2,2,2, ,1,7,2,1
824,4/13/2021,4/13/2021,32,2,4,1,6,5,2,1,2,1,2,2,9,9,1,1.48486817174808, ,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,1,3,3,4,4,4,3,3, ,6,6,6,5, ,6,6,3,1
825,4/13/2021,4/13/2021,46,2,17,16,1,2,2,1,2,1,2,1,16,16,2,.727289845026803, ,5,4,3,5,4,4,2,3,2,3,3,3,1,4,4,5,5,6,5,4,1,2,2,5,4,2,2,3, ,1,1,2,2, ,1,7,1,7
826,4/13/2021,4/13/2021,40,2,4,15,4,5,5,1,2,1,99,5,17,17,1,1.59762848691837, ,1,3,1,1,1,4,3,5,2,4,3,6,3,6,4,2,4,3,2,3,2,1,3,3,6,3,2,1, ,1,2,1,3, ,2,2,2,2
827,4/13/2021,4/13/2021,66,2,10,10,6,1,7,1,1,1,1,3,18,18,2,1.01781797034762, ,6,3,4,2,4,4,3,2,2,3,3,3,2,3,3,4,5,6,6,5,2,3,2,2,6,3,2,3, ,1,2,2,4, ,1,1,1,1
828,4/13/2021,4/13/2021,37,2,3,2,1,6,2,2, ,2, ,2,9,9,3,1.6525708353584, ,6,3,4,4,4,3,3,2,3,4,3,3,2,4,3,4,6,2,4,2,2,1,5,2,6,2,1,4, ,1,1,1,1, ,1,7,2,5
829,4/13/2021,4/13/2021,70,1,17,13,1,1,9,1,1,1,1,5,16,16,1,.847317913232047, ,4,5,6,5,4,5,2,5,1,2,4,1,5,4,4,6,6,6,6,4,1,2,3,3,6,1,2,3, ,1,1,1,2, ,3,5,1,1
830,4/13/2021,4/13/2021,33,2,7,4,2,3,11,1,4,1,4,5,1,1,1,.714869323184776, ,6,5,5,2,5,6,1,1,1,1,4,1,2,2,2,5,6,6,2,5,1,3,1,1,6,1,3,1, ,1,1,1,1, ,6,6,1,1
831,4/13/2021,4/13/2021,51,2,3,3,6,6,3,2, ,2, ,3,9,9,3,1.60717633302568, ,5,1,3,5,1,6,1,1,1,6,4,1,1,3,1,6,1,6,1,1,1,5,6,3,6,1,1,3, ,3,3,3,1, ,1,1,2,4
832,4/13/2021,4/13/2021,63,2,17,16,1,6,10,2, ,2, ,1,1,1,3,.611145314205426, ,4,3,4,3,3,2,6,3,2,4,3,3,3,4,4,4,5,4,4,5,2,3,4,4,2,2,3,2, ,3,5,2,2, ,1,1,2,7
833,4/13/2021,4/13/2021,27,2,16,15,6,6,11,1,4,99, ,7,16,16,4,.738424516674306, ,3,4,3,3,4,2,3,4,4,3,3,3,2,3,2,4,5,6,4,4,1,4,3,2,1,4,2,2, ,1,1,1,2, ,1,7,3,1
834,4/13/2021,4/13/2021,57,2,17,16,2,3,4,1,2,1,2,2,9,9,1,.663277740550585, ,6,3,4,2,2,5,1,1,1,1,2,3,1,4,1,4,6,6,5,4,1,3,4,4,6,3,2,1, ,2,1,2,2, ,1,7,2,1
835,4/13/2021,4/13/2021,57,2,7,3,1,4,10,1,3,1,1,3,9,9,2,.970274670641869, ,2,4,3,2,4,6,1,4,1,2,3,3,2,4,3,6,6,6,3,5,1,2,2,1,6,1,2,3, ,1,1,1,1, ,1,7,2,7
836,4/13/2021,4/13/2021,58,2,5,5,4,2,6,1,1,1,1,3,9,9,1,.706663540579927, ,4,2,2,2,4,4,2,1,1,2,3,2,1,4,3,3,5,3,4,4,1,1,2,2,4,1,1,2, ,1,1,1,2, ,2,7,1,1
837,4/13/2021,4/13/2021,68,2,16,15,1,3,11,1,1,1,1,3,9,9,2,.964121582321776, ,4,5,4,2,4,5,3,1,3,2,4,3,3,2,5,3,1,3,5,5,1,2,3,4,6,4,2,3, ,2,4,2,2, ,1,7,2,7
838,4/13/2021,4/13/2021,60,2,6,16,4,2,9,1,2,1,2,3,16,16,2,.751971454983275, ,6,4,6,2,4,6,2,5,1,1,3,4,1,2,4,5,6,6,5,6,1,2,3,1,6,2,2,2, ,1,1,1,1, ,1,7,1,1
839,4/13/2021,4/13/2021,44,1,7,6,1,5,3,1,98,1,3,3,5,5,2,.721313586475731, ,6,5,5,4,2,5,1,3,2,1,3,5,2,4,2,6,5,5,5,5,1,2,3,2,4,3,2,2, ,1,1,1,1, ,1,7,1,7
840,4/14/2021,4/14/2021,34,1,12,9,6,3,7,1,1,1,1,2,18,18,3,1.44253505403523, ,4,4,4,2,3,6,2,6,4,2,4,2,2,5,4,4,5,5,4,2,1,1,4,3,6,2,1,2, ,2,3,2,3, ,2,1,1,7
841,4/13/2021,4/13/2021,62,2,17,16,6,5,11,1,3,1,1,5,16,16,1,.926954349285544, ,5,4,5,2,3,4,1,2,1,1,2,2,2,4,2,6,5,5,5,1,1,2,2,3,5,2,2,3, ,1,1,1,1, ,1,7,2,7
842,4/13/2021,4/13/2021,40,2,17,16,1,4,5,2, ,2, ,5,15,15,3,.837824072695035, ,4,2,4,5,3,4,4,5,3,4,4,3,3,5,3,5,3,5,5,4,2,2,2,2,4,3,2,3, ,1,1,1,1, ,7,7,2,1
843,4/13/2021,4/13/2021,28,2,14,11,2,1,11,1,2,2, ,5,17,17,1,1.9202559781335, ,2,5,3,6,3,5,1,5,1,1,1,1,3,2,2,4,6,3,4,4,1,1,3,2,3,3,1,3, ,1,2,1,1, ,1,7,1,1
844,4/13/2021,4/13/2021,61,1,6,4,1,2,5,1,1,1,1,2,1,1,1,.838296934425479, ,5,4,4,3,2,5,2,4,2,2,3,5,1,5,2,4,3,5,6,4,1,1,4,2,5,4,1,2, ,1,1,1,2, ,1,7,1,1
845,4/13/2021,4/13/2021,50,2,17,16,1,6,4,1,1,1,1,3,20,20,2,.756586696658945, ,5,3,3,3,3,6,3,1,5,2,3,4,3,3,1,4,5,4,5,5,1,3,4,1,4,3,1,3, ,2,2,2,3, ,1,7,2,7
846,4/13/2021,4/13/2021,51,1,2,1,2,5,8,1,2,2, ,1,16,16,3,.770890605614398, ,6,6,6,3,6,5,2,4,1,1,1,1,1,2,4,3,1,5,5,4,1,2,5,4,6,3,2,3, ,5,5,5,3, ,1,1,2,1
847,4/13/2021,4/13/2021,25,2,14,9,6,2,2,1,2,1,2,3,17,17,1,.74453168327753, ,1,5,4,4,3,6,2,1,1,3,1,1,6,2,5,6,6,6,6,6,1,4,4,1,6,1,4,2, ,2,5,2,2, ,1,1,1,1
848,4/13/2021,4/13/2021,70,1,4,4,1,3,4,1,1,1,1,2,5,5,2,.848005228980792, ,6,6,6,4,3,5,1,6,1,1,6,2,2,4,3,6,6,6,6,6,1,3,1,4,6,1,1,6, ,1,1,2,1, ,1,7,1,1
849,4/13/2021,4/13/2021,37,1,6,6,6,3,7,2, ,2, ,5,16,16,1,.803457784730013, ,5,6,5,6,3,6,1,2,1,1,1,1,1,3,2,6,6,6,6,4,1,3,4,4,5,2,2,2, ,4,6,2,5, ,1,1,1,7
850,4/13/2021,4/13/2021,44,2,2,1,1,6,2,2, ,2, ,3,9,9,3,.643725460572363, ,6,5,5,6,4,5,1,2,1,1,2,1,2,5,3,6,5,6,5,6,1,1,1,2,6,1,1,2, ,1,1,1,1, ,1,7,2,7
851,4/13/2021,4/13/2021,43,1,3,4,2,5,4,1,3,1,2,5,16,16,1,1.02027644397658, ,5,6,6,6,4,6,1,6,1,1,4,1,1,2,1,6,6,6,6,6,1,1,1,2,4,1,1,4, ,1,1,1,1, ,1,7,1,7
852,4/13/2021,4/13/2021,68,2,3,2,1,3,4,1,1,1,1,3,11,11,1,2.07617397911587, ,5,4,3,6,3,3,4,5,2,2,4,3,3,4,5,5,5,5,5,5,2,4,2,2,5,1,2,2, ,1,1,1,1, ,1,7,2,1
853,4/13/2021,4/13/2021,48,2,13,13,1,4,7,1,2,1,2,5,18,18,3,1.53525546028986, ,2,3,4,1,4,6,6,1,3,3,3,3,2,3,1,3,3,6,3,4,1,1,3,2,4,2,1,3, ,2,1,4,2, ,1,1,2,1
854,4/13/2021,4/13/2021,41,2,12,7,1,2,4,1,2,1,2,5,17,17,1,.698428507217946, ,5,6,5,4,4,6,1,2,1,1,3,2,1,4,6,6,6,6,6,6,1,1,3,1,6,3,1,1, ,1,1,1,2, ,1,7,1,1
855,4/13/2021,4/13/2021,43,1,4,4,6,5,1,2, ,1,6,2,11,11,2,.672766724359318, ,2,3,4,2,3,1,1,1,1,2,4,3,1,6,4,6,6,6,6,5,1,2,3,3,5,4,2,4, ,1,1,3,2, ,1,1,1,1
856,4/13/2021,4/13/2021,24,2,4,4,6,1,4,1,2,1,2,3,9,9,1,1.77569786370982, ,2,3,3,4,4,6,3,3,2,3,4,3,4,5,3,3,4,2,3,3,2,1,3,2,2,3,1,1, ,1,2,2,2, ,1,5,1,3
857,4/13/2021,4/13/2021,70,1,17,16,1,6,5,1,1,1,1,4,18,18,2,.674642701403435, ,6,6,6,3,5,4,3,4,1,1,2,3,1,4,3,5,5,6,4,6,1,3,1,3,5,3,2,3, ,1,2,1,3, ,1,5,2,1
858,4/13/2021,4/13/2021,40,1,10,6,1,3,6,2, ,1,1,3,9,9,2,.940867461689666, ,6,5,4,4,4,4,2,4,1,1,4,4,6,4,5,5,4,6,5,5,1,2,6,2,5,5,1,2, ,1,1,1,1, ,1,7,2,1
859,4/13/2021,4/13/2021,81,2,5,5,5,3,8,1,2,1,2,1,9,9,1,.718609253899775, ,4,5,3,4,1,5,3,3,6,1,6,4,1,3,1,3,6,6,6,6,1,3,6,5,4,4,2,4, ,2,2,2,1, ,1,1,2,7
860,4/13/2021,4/13/2021,63,1,1,1,6,6,5,1,1,1,2,2,5,5,2,.729653481355681, ,6,6,6,6,5,6,1,1,1,1,3,1,1,4,4,6,6,6,6,6,1,1,2,1,6,1,1,2, ,1,1,1,1, ,1,1,1,1
861,4/13/2021,4/13/2021,34,2,8,8,6,2,9,1,3,1,1,5,16,16,1,.770670085821982, ,5,2,4,2,3,2,4,2,1,2,2,2,2,5,2,4,5,2,5,5,1,2,2,1,4,2,2,2, ,2,2,2,3, ,1,7,2,1
862,4/13/2021,4/13/2021,24,2,16,2,6,5,3,2, ,2, ,1,9,9,3,.731202265059621, ,4,4,5,2,4,3,2,2,2,1,4,3,2,4,3,5,5,5,5,5,1,3,4,2,5,4,3,3, ,1,1,1,1, ,1,7,1,1
863,4/13/2021,4/13/2021,63,2,13,8,1,3,9,1,3,1,3,5,17,17,1,.976798595832924, ,6,6,6,5,3,3,1,1,1,1,1,1,2,3,2,5,6,6,6,6,1,2,3,6,5,2,2,3, ,1,2,1,3, ,1,1,2,7
864,4/13/2021,4/13/2021,45,2,5,5,6,5,3,1,6,1,1,2,1,1,2,.578104308504538, ,6,4,4,5,4,4,1,1,1,1,3,4,3,3,4,6,5,6,5,4,1,2,4,1,5,1,1,2, ,1,1,2,5, ,1,1,1,7
865,4/13/2021,4/13/2021,87,1,2,2,6,6,9,1,3,1,3,3,9,9,1,.698153575080201, ,5,4,5,3,2,6,2,3,2,3,4,5,2,3,5,5,5,2,2,6,2,2,2,2,5,4,2,2, ,1,1,1,2, ,1,1,2,7
866,4/13/2021,4/13/2021,56,2,12,7,2,2,2,1,1,1,1,3,20,20,1,.940646915235576, ,6,3,5,4,4,6,2,1,1,2,3,1,2,5,2,4,5,5,4,4,1,2,5,3,5,2,1,5, ,1,1,1,1, ,1,7,1,1
867,4/13/2021,4/13/2021,55,1,4,3,6,6,8,2, ,1,6,3,5,5,2,.584321420608163, ,3,5,6,2,3,2,1,3,1,2,4,4,3,4,4,4,3,5,4,5,2,1,2,4,3,1,4,3, ,1,1,1,1, ,1,7,3,7
868,4/13/2021,4/13/2021,70,2,16,15,4,6,7,1,1,1,1,2,19,19,2,.903151071364709, ,3,3,4,3,4,5,3,3,3,2,4,4,3,3,4,5,3,5,3,4,2,4,1,3,4,3,2,2, ,2,2,4,1, ,1,7,1,7
869,4/13/2021,4/13/2021,63,2,17,16,1,1,6,1,2,1,2,5,16,16,1,.766607142153619, ,6,5,5,5,4,4,1,6,1,1,5,1,1,3,5,6,6,6,3,5,1,2,2,1,6,1,1,2, ,1,1,1,1, ,1,5,2,7
870,4/13/2021,4/13/2021,26,1,17,16,6,3,11,2, ,99, ,7,19,19,1,.78967766398608, ,1,4,3,4,4,4,3,1,1,4,4,5,4,5,3,1,1,4,3,4,1,1,3,3,3,1,5,3, ,3,3,3,2, ,5,5,3,7
871,4/13/2021,4/13/2021,59,1,6,6,6,4,2,1,1,1,6,5,11,11,2,1.10393675291619, ,6,6,5,6,4,4,3,3,1,3,1,1,6,4,4,4,5,6,6,5,1,3,5,1,5,3,2,3, ,1,1,1,2, ,1,7,2,7
872,4/13/2021,4/13/2021,44,1,8, ,1,2,2,1,2,2, , ,11,11,1,.782932657373997, ,3,5,4,1,2,3,1,6,1,1,3,3,2,3,3,6,6,6,6,6,1,4,3,5,6,2,3,5, ,1,1,1,3, ,1,7,2,2
873,4/13/2021,4/13/2021,53,2,13,3,1,5,6,1,3,1,3,5,18,18,1,.782953267013395, ,6,6,5,5,5,2,1,1,2,2,4,2,2,3,4,5,3,5,6,4,1,2,2,1,5,2,2,2, ,1,1,1,2, ,1,7,1,7
874,4/13/2021,4/13/2021,58,1,2,2,1,6,7,1,2,1,2,1,18,18,2,.876803840202034, ,3,5,2,1,3,4,6,1,1,1,5,1,3,6,3,2,4,3,3,4,1,1,2,1,3,3,1,4, ,1,1,1,1, ,3,5,1,2
875,4/13/2021,4/13/2021,29,2,5,1,6,3,2,1,2,2, ,4,11,11,1,.757453532235953, ,2,4,2,2,3,4,2,3,2,2,4,4,3,3,2,4,6,4,3,3,1,2,2,2,3,4,4,2, ,1,1,1,1, ,1,1,1,1
876,4/14/2021,4/14/2021,29,2,17,5,1,3,3,99, ,1,2,5,16,16,4,.924209355597783, ,5,4,4,3,4,6,1,1,2,1,2,3,5,4,3,6,6,6,6,4,5,1,5,2,5,5,1,3, ,5,2,5,2, ,1,7,2,5
877,4/13/2021,4/13/2021,35,2,8,4,6,3,5,2, ,2, ,2,9,9,3,.625578189903445, ,6,4,4,3,5,2,2,3,2,4,4,4,1,3,2,5,5,5,4,4,2,2,2,3,6,3,2,2, ,5,5,5,5, ,1,1,2,4
878,4/13/2021,4/13/2021,38,2,16,5,6,5,1,1,2,2, ,5,16,16,2,.648040225812548, ,6,5,4,3,3,3,2,1,2,4,4,5,2,4,4,6,5,6,6,5,1,1,1,2,6,2,2,3, ,1,2,1,2, ,1,7,2,7
879,4/13/2021,4/13/2021,45,1,17,16,4,3,8,2, ,1,6,2,15,15,2,.699491958435875, ,5,6,4,3,3,4,1,4,2,2,3,3,2,3,3,5,5,5,6,2,2,2,4,4,5,3,1,2, ,5,5,4,4, ,1,7,2,7
880,4/14/2021,4/14/2021,21,2,1,1,6,3,3,1,2,2, ,4,11,11,4,.927121739624281, ,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,4,3,4,4,4,3,4,4,5, ,3,3,4,3, ,6,5,2,3
881,4/13/2021,4/13/2021,54,2,17,16,6,2,9,1,99,1,2,3,9,9,4,.5835893576234, ,5,5,4,1,2,6,1,5,1,1,3,4,2,5,3,5,5,6,5,5,1,3,3,3,5,1,3,3, ,1,1,1,1, ,1,7,2,7
882,4/13/2021,4/13/2021,33,2,15,11,1,3,7,1,2,1,2,5,17,17,1,1.16629299338996, ,4,2,4,6,3,6,2,1,1,1,3,3,4,3,4,6,5,1,6,5,3,1,2,1,6,4,3,3, ,1,2,1,4, ,1,7,1,1
883,4/13/2021,4/13/2021,45,2,3,3,4,3,3,1,2,2, ,2,1,1,4,.816206263799836, ,4,5,5,4,4,4,3,1,1,3,5,4,3,6,4,5,6,6,1,6,1,3,1,3,6,1,3,3, ,2,2,2,2, ,1,7,2,1
884,4/13/2021,4/13/2021,34,2,6,3,2,5,2,2, ,1,1,2,1,1,2,.55779440532291, ,5,4,4,5,4,5,1,2,5,4,4,5,3,6,3,3,3,5,3,3,2,4,4,4,6,3,2,4, ,2,2,2,2, ,3,4,1,1
885,4/13/2021,4/13/2021,51,2,9,3,1,1,3,1,1,1,1,3,11,11,2,2.34912549871797, ,5,4,4,4,4,6,2,4,2,3,3,3,5,4,2,6,5,6,6,5,1,2,3,3,4,4,1,2, ,2,4,2,2, ,1,7,1,7
886,4/14/2021,4/14/2021,39,1,3,3,1,4,5,2, ,2, ,2,20,20,3,.965909058172819, ,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,2,4,3,4,4,4,3,4, ,3,1,3,1, ,7,7,1,7
887,4/13/2021,4/13/2021,47,1,12,12,6,1,4,1,1,1,2, ,20,20,1,.805030622415499, ,6,6,6,5,3,2,2,3,1,1,3,3,3,1,2,6,6,6,6,6,1,2,2,1,6,1,1,3, ,1,1,1,1, ,1,7,2,1
888,4/13/2021,4/13/2021,69,1,10,9,2,3,11,1,3,1,1,4,12,12,1,1.04243633332868, ,6,5,6,2,3,6,1,1,1,1,3,3,3,3,2,6,6,6,6,5,1,1,1,1,6,3,2,5, ,1,1,1,1, ,1,7,2,7
889,4/13/2021,4/13/2021,60,1,4,4,5,6,9,1,1,1,6,2,9,9,2,2.03921607014574, ,2,6,6,2,6,4,1,1,4,2,6,5,2,3,4,4,5,4,1,4,1,1,1,6,5,1,2,4, ,1,1,1,2, ,1,7,2,7
890,4/14/2021,4/14/2021,66,1,17,16,1,3,11,1,4,1,4,3,18,18,1,.83361171289619, ,3,4,4,3,3,5,3,3,3,3,3,3,2,4,3,5,5,5,5,5,2,2,3,3,5,2,5,5, ,1,1,1,2, ,1,1,1,7
